ident,name,runway,latitude,longitude
LEBB,Bilbao Airport,Bilbao,-2.910609961,43.30110168
LEBC,Costa Brava-Centro Heliport,,3.037179947,41.80770111
LEBE,Beas De Segura Airport,Jaén,-2.948889017,38.27111053
LEBG,Burgos Airport,Burgos,-3.62076,42.357601
LEBI,Sa Sabina Heliport,Formentera Island,1.399960041,38.71659851
LEBL,Barcelona International Airport,Barcelona,2.07846,41.2971
LEBP,BP Oil España Heliport,Castellón de La Plana,-0.011632,39.957901
LEBZ,Badajoz Airport,Badajoz,-6.82133007,38.8913002
LECA,La Nava - Corral De Ayllón Airfield,Corral de Ayllón,-3.44833,41.410801
LECC,Cas Curredó Heliport,Ibiza Island,1.466330051,38.92910004
LECD,La Cerdanya Airport,Alp,1.866670012,42.38639832
LECF,Calaf-Sallavinera Airport,Sant Pere Sallavinera,1.55694,41.744202
LECH,[Duplicate] Castellón-Costa Azahar Airport,,1.083333333,1.083333333
LECI,Santa Cilia De Jaca Airport,Huesca,-0.727778,42.569199
LECJ,Castejón de los Monegros Airport,Huesca,-0.218327001,41.60779953
LECN,Castellon De La Plana Aerodrome,Castellón de La Plana,0.026111,39.999199
LECO,A Coruña Airport,Culleredo,-8.37726,43.302101
LECT,El Castaño Airport,Luciana,-4.386360168,39.01070023
LECU,Cuatro Vientos Airport,Madrid,-3.78514,40.370701
LECV,Base Aérea de Colmenar Viejo,Colmenar Viejo,-3.763255,40.697296
LECX,Campolara Airport,Segovia,-4.52028,40.903099
LEDA,Lleida-Alguaire Airport,Lleida,0.535023,41.728185
LEDG,Dirección General de Tráfico Heliport,Madrid,-3.646130562,40.44929886
LEDO,Hospital Doce de Octubre Heliport,Madrid,-3.699852526,40.37473628
LEDS,Castellón-Costa Azahar Airport,Castellón de la Plana,0.073333,40.213889
LEEC,Base Aérea de El Copero,Dos Hermanas,-5.999058,37.313164
LEEL,El Musel Heliport,Gijón,-5.695445538,43.54973221
LEEM,El Manantío Airport,Badajoz,-6.991124153,38.77750778
LEEV,E. Castellanos-Villacastín Airport,Villacastin,-4.462779999,40.78390121
LEEX,Expo 92 Heliport,Sevilla,-6.010674953,37.39929962
LEFM,Fuentemilanos Airport,Segovia,-4.237500191,40.88861084
LEFR,Fira M2 Heliport,Barcelona,2.129169941,41.35390091
LEGA,Armilla Air Base,Armilla,-3.63568997,37.1332016
LEGC,Altarejos-Guadalcanal Airport,Sevilla,-5.739530087,38.17169952
LEGD,Garidells Heliport,Tarragona,1.241559982,41.21390152
LEGE,Girona Airport,Girona,2.760550022,41.90100098
LEGP,El Rinconcillo de Guadalupe,,-6.2062759,39.5941266
LEGR,Federico Garcia Lorca Airport,Granada,-3.777359962,37.18870163
LEGS,Parque De Garraf-Sitges Heliport,,1.914720058,41.27389908
LEGT,Getafe Air Base,Getafe,-3.723829985,40.29410172
LEGU,Aeródromo de Guadalupe,Guadalupe,-5.19735,39.345699
LEGV,Campo Gaviota Heliport,,-2.753609896,43.44169998
LEGY,Garray Airport,Soria,-2.478610039,41.82310104
LEHA,Hospital Alcorcón Heliport,Alcorcón,-3.838190138,40.34970238
LEHB,Ciudad Sanitaria y Universitaria de Bellvitge Heliport,Barcelona,2.10729003,41.34529877
LEHC,Huesca/Pirineos Airport,Monflorite/Alcalá del Obispo,-0.316666991,42.0760994
LEHE,Helicsa Heliport,Albacete,-1.83434999,39.07120132
LEHG,Hospital General De Catalunya Heliport,,2.042500019,41.47359848
LEHI,Hinojosa del Duque Airport,Hinojosa del Duque,-5.107215,38.51209
LEHJ,Hospital Universitario Joan XXIII Heliport,Tarragona,1.238129973,41.12559891
LEHM,Hospital General De Manresa Heliport,Manresa,1.840559959,41.72000122
LEIB,Ibiza Airport,Ibiza,1.37311995,38.8728981
LEIG,Igualada/Odena Airport,Barcelona,1.653059959,41.58560181
LEIU,Iurreta Heliport,Durango,-2.646389961,43.18190002
LEIZ,La Perdiz - Torre De Juan Abad Airport,Torre de Juan Abad,-3.364330053,38.51309967
LEJC,Hotel Rey Juan Carlos I Heliport,Barcelona,2.10916996,41.38249969
LEJO,Madrigalejo Del Monte Airport,Madrigalejo Del Monte,-3.731029987,42.13439941
LEJR,Jerez Airport,Jerez de la Forntera,-6.060110092,36.74459839
LEJT,Hospital Doctor Josep Trueta Heliport,Gerona,2.821399927,41.9978981
LEJU,La Juliana Airport,Sevilla,-6.162499905,37.29499817
LELA,La Calderera Airport,Valdepeñas,-3.514559984,38.7478981
LELC,San Javier Airport,San Javier,-0.812389016,37.77500153
LELH,Alhama De Murcia Airport,Cánovas,-1.302160025,37.74890137
LELI,Aeródromo de Linares,Linares,-3.642554,38.133211
LELL,Sabadell Airport,Sabadell,2.105079889,41.52090073
LELM,Almansa Airport,Albacete,-1.113180041,38.89500046
LELN,Leon Airport,León,-5.655560017,42.5890007
LELO,Logroño-Agoncillo Airport,Logroño,-2.322235107,42.46095349
LELT,Lillo Airport,Lillo,-3.320559978,39.71689987
LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,-3.56264,40.471926
LEMF,Mafé - Gibraleón Airport,Gibraleón,-6.92094,37.3643
LEMG,Málaga Airport,Málaga,-4.499110222,36.67490005
LEMH,Menorca Airport,Menorca Island,4.218649864,39.86259842
LEMN,Heli Montsiá - Amposta Heliport,Tarragona,0.564722002,40.66640091
LEMO,Moron Air Base,Morón,-5.615940094,37.17490005
LEMP,Los Martínez Del Puerto Airport,Murcia,-1.097666667,37.83681667
LEMR,La Morgal Airport,Oviedo,-5.830560207,43.42919922
LEMS,Manresa Airport,Manresa,1.861670017,41.76530075
LEMT,Casarrubios Del Monte Airport,Toledo,-4.02639,40.235001
LEMU,Muchamiel Airport,Muchamiel,-0.47527799,38.44060135
LEMX,La Mancha-Toledo Airport,Toledo,-3.250750065,39.56209946
LENA,Benabarre Airport,Huesca,0.482222,42.0228
LENB,Cala'n Blanes Heliport,Menorca Island,3.813329935,39.99750137
LENE,La Caminera,,-3.3031456,38.6686679
LENH,Nou Hospital De Mataró Heliport,Mataró,2.429719925,41.56079865
LENM,Hospital Can Misses Heliport,Ibiza Island,1.419440031,38.91749954
LEO,Lekoni Airport,Lekoni,14.2878,-1.5724
LEOC,Ocaña Airport,Toledo,-3.503329992,39.9375
LEOR,Parque De Bomberos De Orriols Heliport,Orriols,2.903889894,42.13219833
LEOS,Aeródromo de los Oteros,Pajares de Los Oteros,-5.451944444,42.33305556
LEOT,Ontur Airport,Ontur,-1.524999976,38.6169014
LEPA,Palma De Mallorca Airport,Palma De Mallorca,2.738810062,39.55170059
LEPB,Autoridad Portuaria de Barcelona Heliport,Barcelona,2.183010101,41.36429977
LEPI,Casas de los Pinos Airport,Cuenca,-2.378720045,39.2981987
LEPP,Pamplona Airport,Pamplona,-1.646329999,42.77000046
LEPR,Palma Del Río Airport,Palma del Rio,-5.213560104,37.71530151
LEPS,Mas Passamaner Heliport,Reus,1.159919977,41.18590164
LEPV,Costa Norte-Puerto de Viveiro-Celeiro Heliport,Vivero,-7.595230103,43.67480087
LEPY,El Portinyol Heliport,Barcelona,2.560790062,41.58349991
LEPZ,Los Pozuelos De Calatrava Airport,Los Pozuelos De Calatrava,-4.191110134,38.91220093
LERA,R.A.C.C. Heliport,Barcelona,2.108330011,41.38330078
LERE,Aeródromo Requena El Rebollar,Requena,-1.03444,39.474701
LERG,Berga Heliport,Berga,1.853330016,42.10559845
LERI,Alcantarilla Air Base,Alcantarilla,-1.23032,37.951099
LERL,Ciudad Real Central Airport,Ciudad Real,-3.97,38.85638889
LERM,Robledillo De Mohernando Airport,Robledillo De Mohernando,-3.247780085,40.86529922
LERO,Rozas Airport,Lugo,-7.47028017,43.1169014
LERS,Reus Air Base,Reus,1.167170048,41.1473999
LERT,Rota Naval Station Airport,Rota,-6.349460125,36.64519882
LERV,Servei D'Evacuació Del Circuit De Catalunya Heliport,,2.262029886,41.5719986
LESA,Salamanca Airport,Salamanca,-5.501989841,40.95209885
LESB,Son Bonet Airport,Mallorca Island,2.702780008,39.59889984
LESE,San Enrique Airport,Almodóvar del Campo,-4.313059807,38.73080063
LESG,Sangüesa Airport,Sangüesa,-1.284719944,42.56560135
LESL,San Luis Airport,Menorca Island,4.258329868,39.86220169
LESO,San Sebastian Airport,Hondarribia,-1.790609956,43.35649872
LESP,Hospital San Pau Heliport,Barcelona,2.171960115,41.41350174
LESS,Sotos Airport,Sotos,-2.143889904,40.20420074
LEST,Santiago de Compostela Airport,Santiago de Compostela,-8.415140152,42.89630127
LESU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,1.40917,42.3386
LETA,Servei Generals Del Circuit De Catalunya Heliport,Barcelona,2.257159948,41.57400131
LETC,Matilla De Los Caños Airport,Valladolid,-4.925000191,41.5306015
LETE,Morante Airport,Badajoz,-6.690559864,39.03689957
LETF,Tomás Fernández Espada Airport,Villamartin,-5.648775101,36.87179344
LETI,El Tietar Airport,La Iglesuela,-4.794439793,40.2439003
LETL,Teruel Airport,Teruel,-1.2183,40.403
LETM,Sant Martí De Sescorts Heliport,,2.319250107,42.01549911
LETO,Torrejón Airport,Madrid,-3.445869923,40.49670029
LETP,Santo Tome Del Puerto Airport,Segovia,-3.594719887,41.20420074
LETR,Tremp Heliport,Tremp,0.892777979,42.16939926
LETS,Torre Picasso Heliport,Madrid,-3.693144321,40.44982914
LETV,Tirviá Heliport,Tirvia,1.242310047,42.51879883
LETZ,Torozos Airport,Valladolid,-4.864729881,41.78530121
LEUL,Ullastrell-Teresa Vilá Heliport,Ullastrell,1.971580029,41.52429962
LEVB,El Carrascal Airport,Valladolid,-4.893060207,41.8246994
LEVC,Valencia Airport,Valencia,-0.481625,39.4893
LEVD,Valladolid Airport,Valladolid,-4.851940155,41.70610046
LEVE,Aeródromo Virgen de La Estrella,Zafra,-6.356944444,38.42055556
LEVF,Villaframil Airport,Lugo,-7.087779999,43.55250168
LEVH,Vielha Heliport,Vielha,0.796945989,42.70439911
LEVI,Viso del Marqués Airport,Viso del Marqués,-3.426150084,38.50559998
LEVR,Vilaller Heliport,,0.713056028,42.30469894
LEVT,Vitoria/Foronda Airport,Alava,-2.7244699,42.88280106
LEVX,Vigo Airport,Vigo,-8.62677002,42.23180008
LEXJ,Santander Airport,Santander,-3.820009947,43.42710114
LEZG,Zaragoza Air Base,Zaragoza,-1.04155004,41.66619873
LEZL,Sevilla Airport,Sevilla,-5.893109798,37.41799927
LF34,Moussoulens Air Base,Moussoulens,2.20885,43.279701
LF50,Aérodrome privé de Soucelles,Soucelles,-0.412269,47.580399
LF51,Aérodrome du Plan-de-Dieu - Orange,Plan-de-Dieu,4.91889,44.18
LF52,Chambley,Chambley,5.876070023,49.02550125
LFAB,St Aubin Airport,Dieppe,1.085279942,49.88249969
LFAC,Calais-Dunkerque Airport,Calais/Dunkerque,1.954759955,50.96210098
LFAD,Compiègne Margny Airfield,,2.80611,49.434399
LFAE,Eu Mers Le Treport Airfield,,1.42667,50.069199
LFAF,Laon - Chambry Airfield,Laon,3.63167,49.595798
LFAG,Péronne-Saint-Quentin Airport,Péronne/Saint-Quentin,3.02958,49.8685
LFAH,Soissons-Cuffies Airport,Soissons-Cuffies,3.316999912,49.40000153
LFAI,Nangis-Les Loges Airport,Nangis/Les Loges,3.006789923,48.59619904
LFAJ,Argentan Airfield,,0.003889,48.710602
LFAK,Dunkerque les Moeres Airfield,,2.55028,51.0406
LFAL,La Flèche Thorée Les Pins Airport,La Flèche,0.001944444,47.6927778
LFAM,Berck sur Mer Airfield,Berck sur Mer,1.59194,50.4231
LFAN,Conde/Noireau Airport,,-0.501944,48.891701
LFAO,Bagnoles-de-l'Orne-Couterne Airport,Bagnoles-de-l'Orne/Couterne,-0.38744399,48.54579926
LFAP,Rethel Airfield,,4.36472,49.481899
LFAQ,Albert-Bray Airport,Albert/Bray,2.697659969,49.9715004
LFAR,Montdidier Airfield,,2.56917,49.6731
LFAS,Falaise Airport,Calais-Dunkerque,-0.144722,48.92720032
LFAT,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,1.620589972,50.51739883
LFAU,Vauville Airport,Le Touquet,-1.829169989,49.62419891
LFAV,Valenciennes-Denain Airport,Valenciennes/Denain,3.46126008,50.32580185
LFAW,Aérodrome de Villerupt,Villerupt,5.89056,49.4114
LFAX,Mortagne Au Perche Airport,Mortagne,0.533889,48.540298
LFAY,Amiens-Glisy Airport,Amiens/Glisy,2.387074,49.873004
LFBA,Agen-La Garenne Airport,Agen/La Garenne,0.590556026,44.17470169
LFBC,Cazaux (BA 120) Air Base,Cazaux (La Teste-de-Buch),-1.125,44.53329849
LFBD,Bordeaux-Mérignac Airport,Bordeaux/Mérignac,-0.715556026,44.82830048
LFBE,Bergerac-Roumanière Airport,Bergerac/Roumanière,0.518611014,44.82529831
LFBF,Toulouse-Francazal (BA 101) Air Base,Toulouse/Francazal,1.367499948,43.54560089
LFBG,Cognac-Châteaubernard (BA 709) Air Base,Cognac/Châteaubernard,-0.317499995,45.65829849
LFBH,La Rochelle-Île de Ré Airport,La Rochelle/Île de Ré,-1.195279956,46.17919922
LFBI,Poitiers-Biard Airport,Poitiers/Biard,0.306665987,46.58769989
LFBJ,St Junien Airport,Poitiers,0.920000017,45.90330124
LFBK,Montluçon-Guéret Airport,Montluçon/Guéret,2.363960028,46.22259903
LFBL,Limoges Airport,Limoges/Bellegarde,1.179440022,45.8628006
LFBM,Mont-de-Marsan (BA 118) Air Base,Mont-de-Marsan,-0.5075,43.911701
LFBN,Niort-Souché Airport,Niort/Souché,-0.394529,46.313477
LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,1.36382,43.629101
LFBP,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),-0.41861099,43.38000107
LFBR,Muret-Lherm Airport,Muret/Lherm,1.263329983,43.44889832
LFBS,Biscarrosse Parentis Airport,Muret,-1.13056004,44.36940002
LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,-0.006439,43.17869949
LFBU,Angoulême-Brie-Champniers Airport,Angoulême/Brie/Champniers,0.221456006,45.72919846
LFBV,Brive-La Roche Airport,Brive-la-Gaillarde,1.469202,45.150799
LFBX,Périgueux-Bassillac Airport,Périgueux/Bassillac,0.81555599,45.19810104
LFBY,Dax Seyresse Airport,Perigueux,-1.068889976,43.68920135
LFBZ,Biarritz-Anglet-Bayonne Airport,Biarritz/Anglet/Bayonne,-1.5311111,43.4683333
LFCA,Châtellerault Airport,Biarritz,0.551944,46.781399
LFCB,Bagnères De Luchon Airport,Biarritz,0.600000024,42.79999924
LFCC,Cahors-Lalbenque Airport,Cahors/Lalbenque,1.475280046,44.35139847
LFCD,Andernos Les Bains Airport,Andernos-les-Bains,-1.06333,44.7561
LFCE,Guéret St Laurent Airport,Cahors,1.95833,46.179199
LFCF,Figeac Livernon Airport,Cahors,1.789170027,44.6733017
LFCG,Saint-Girons-Antichan Airport,Saint-Girons/Antichan,1.10315001,43.00780106
LFCH,Arcachon-La Teste-de-Buch Airport,Arcachon/La Teste-de-Buch,-1.11083,44.596401
LFCI,Albi-Le Séquestre Airport,Albi/Le Séquestre,2.113059998,43.91389847
LFCJ,Jonzac Neulles Airport,Albi,-0.421389014,45.48419952
LFCK,Castres-Mazamet Airport,Castres/Mazamet,2.28918004,43.55630112
LFCL,Toulouse-Lasbordes Airport,Toulouse/Lasbordes,1.499169946,43.58610153
LFCM,Millau-Larzac Airfield,Millau/Larzac,3.183,43.9893
LFCN,Nogaro Airport,,-0.032778,43.769699
LFCO,Oloron Herrere Airport,Millau,-0.560277998,43.16469955
LFCP,Pons Avy Airport,,-0.515,45.57
LFCQ,Graulhet-Montdragon Airport,Graulhet/Montdragon,2.010829926,43.77109909
LFCR,Rodez-Marcillac Airport,Rodez/Marcillac,2.482670069,44.40790176
LFCS,Bordeaux Léognan Saucats Airport,Bordeaux-Saucats,-0.595556,44.700298
LFCT,Thouars Airport,Rodez,-0.152778,46.9618988
LFCU,Ussel-Thalamy Airport,Ussel/Thalamy,2.423890114,45.53469849
LFCV,Villefranche De Rouergue Airport,Rodez,2.028059959,44.36999893
LFCW,Villeneuve-sur-Lot Airport,Villeneuve-sur-Lot,0.758889019,44.39690018
LFCX,Castelsarrasin Moissac Airport,Rodez,1.128329992,44.0868988
LFCY,Royan-Médis Airport,Royan/Médis,-0.972500026,45.62810135
LFCZ,Mimizan Airport,Mimizan,-1.16432,44.145928
LFDA,Aire-sur-l'Adour Airport,Aire-sur-Adour,-0.245278001,43.70940018
LFDB,Montauban Airport,Montauban,1.378039956,44.02569962
LFDC,Montendre Marcillac Airport,Royan,-0.45222199,45.2743988
LFDE,Égletons Airport,Royan,2.068890095,45.42139816
LFDF,Ste Foy La Grande Airport,Royan,0.176667005,44.85359955
LFDG,Gaillac Lisle Sur Tarn Airport,Gaillac,1.875560045,43.88389969
LFDH,Auch-Lamothe Airport,Auch/Lamothe,0.601667,43.687801
LFDI,Libourne-Artigues-de-Lussac Airport,Libourne/Artigues-de-Lussac,-0.134722,44.982498
LFDJ,Pamiers-Les Pujols Airport,Pamiers/Les Pujols,1.695829988,43.09059906
LFDK,Soulac Sur Mer Airport,Pamiers,-1.082219958,45.49499893
LFDL,Loudun Airport,Pamiers,0.101388998,47.03720093
LFDM,Marmande-Virazeil Airport,Marmande/Virazeil,0.200514004,44.49890137
LFDN,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort/Saint-Agnant,-0.983056009,45.88779831
LFDO,Bordeaux Souge Air Base,Bordeaux,-0.805493,44.851093
LFDP,St Pierre d'Oléron Airfield,,-1.31611,45.959202
LFDQ,Castelnau Magnoac Airport,Rochefort,0.521667004,43.27939987
LFDR,La Réole Floudes Airport,Rochefort,-0.056111,44.56809998
LFDS,Sarlat Domme Airfield,,1.24472,44.793301
LFDT,Aérodrome de Tarbes Laloubère,Tarbes,0.078611,43.216099
LFDU,Lesparre St Laurent Medoc Airport,Rochefort,-0.882221997,45.19779968
LFDV,Couhé Vérac Airfield,,0.190556,46.2728
LFDW,Chauvigny Airfield,,0.6425,46.583599
LFDX,Fumel Montayral Airport,Rochefort,1.007779956,44.46360016
LFDY,Bordeaux Yvrac Airport,Rochefort,-0.479167014,44.87720108
LFDZ,Condat-Sur-Vezere Airport,Condat-Sur-Vezere,1.217,45.099998
LFEA,Belle Ile Airport,Rochefort,-3.198329926,47.3266983
LFEB,Dinan - Trélivan Airport,Dinan,-2.101389885,48.44440079
LFEC,Ouessant Airport,Ushant,-5.063580036,48.46319962
LFED,Pontivy Airport,Pontivy,-2.921829939,48.05849838
LFEF,Amboise Dierre Airport,Amboise,0.9425,47.3414
LFEG,Argenton Sur Creuse Airfield,,1.6025,46.596901
LFEH,Aubigny-sur-Nère Airport,Aubigny-sur-Nère,2.394167,47.480556
LFEI,Briare Chatillon Airport,,2.78194,47.614399
LFEJ,Châteauroux Villers Airfield,,1.62111,46.8419
LFEK,Issoudun Le Fay Airfield,,2.04139,46.888599
LFEL,Le Blanc Airport,Pontivy,1.087499976,46.62080002
LFEM,Montargis Vimory Airport,Pontivy,2.685830116,47.96060181
LFEN,Tours Sorigny Airport,Pontivy,0.701111019,47.26750183
LFEO,St Malo St Serva Airfield,,-1.97361,48.613602
LFEP,Pouilly Maconge Airport,Pouilly,4.56111,47.221401
LFEQ,Quiberon Airport,Pontivy,-3.099999905,47.48220062
LFER,Redon Bains-sur-Oust Airport,Redon,-2.03666997,47.69940186
LFES,Guiscriff Scaer Airport,Guiscriff,-3.664720058,48.05250168
LFET,Til Châtel Airfield,Til Châtel,5.21194,47.547501
LFEU,Bar Le Duc Airfield,Bar Le Duc,5.18583,48.868301
LFEV,Gray St Adrien Airfield,Gray St Adrien,5.619518,47.432023
LFEW,Saulieu Liernais Airfield,,4.26583,47.239399
LFEX,Nancy Azelot Airfield,,6.24111,48.5928
LFEY,Île d'Yeu Airport,Île d'Yeu,-2.391109943,46.71860123
LFEZ,Nancy Malzeville Glider Field,,6.20778,48.7244
LFFB,Buno Bonnevaux Airfield,,2.42556,48.351101
LFFC,Mantes Chérence Airfield,,1.68972,49.078899
LFFD,St André De L'eure Airfield,,1.25056,48.898602
LFFE,Enghien Moisselles Airfield,,2.35306,49.046398
LFFG,La Ferté Gaucher Airfield,,3.27667,48.755798
LFFH,Château-Thierry - Belleau Airfield,,3.35694,49.0672
LFFI,Ancenis Airport,Ancenis,-1.17750001,47.40810013
LFFJ,Joinville Mussey Airfield,,5.145,48.386101
LFFK,Fontenay Le Comte Airfield,,-0.792778,46.441399
LFFL,Bailleau Armenonville Airfield,,1.64,48.5158
LFFM,Lamotte Beuvron Airfield,,1.98917,47.6567
LFFN,Brienne-le-Château Airport,Brienne-le-Château,4.482220173,48.42979813
LFFP,Pithiviers Airfield,,2.1925,48.1572
LFFQ,La Ferté Alais Airfield,,2.338867,48.498652
LFFR,Bar Sur Seine Airfield,,4.41361,48.066898
LFFT,Neufchâteau Airfield,,5.72139,48.362499
LFFU,Châteauneuf Sur Cher Airfield,,2.37694,46.871101
LFFV,Vierzon Méreau Airfield,,2.06667,47.194698
LFFW,Montaigu St Georges Airfield,,-1.32556,46.933102
LFFX,Tournus Cuisery Airfield,,4.97667,46.562801
LFFY,Étrépagny Airfield,,1.63861,49.306099
LFFZ,Sézanne St Rémy Airfield,Sézanne,3.76417,48.710602
LFGA,Colmar-Houssen Airport,Colmar/Houssen,7.35901022,48.10990143
LFGB,Mulhouse-Habsheim Airport,Mulhouse/Habsheim,7.432209969,47.74129868
LFGC,Strasbourg Neuhof Airfield,,7.77806,48.554401
LFGD,Arbois Airfield,,5.76,46.919998
LFGE,Avallon Airport,Colmar,3.89944005,47.50310135
LFGF,Beaune-Challanges Airport,Beaune/Challanges,4.89342,47.005901
LFGG,Belfort Chaux Airport,Colmar,6.832499981,47.70220184
LFGH,Cosne Sur Loire Airport,Colmar,2.919440031,47.36059952
LFGI,Dijon Darois Airfield,Colmar,4.94806,47.386902
LFGJ,Dole-Tavaux Airport,Dole/Tavaux,5.435063,47.042686
LFGK,Joigny Airport,Joigny,3.39222002,47.99219894
LFGL,Lons Le Saulnier Courlaoux Airfield,,5.47111,46.676102
LFGM,Montceau Les Mines Airfield,,4.33389,46.604198
LFGN,Paray Le Monial Airfield,,4.133798,46.466381
LFGO,Pont Sur Yonne Airfield,,3.247912,48.289172
LFGP,St Florentin Cheu Airfield,,3.775583,47.98019
LFGQ,Semur En Auxois Airfield,Semur En Auxois,4.34417,47.481899
LFGR,Doncourt Les Conflans Airfield,,5.93278,49.152802
LFGS,Longuyon Villette Airfield,,5.57278,49.484402
LFGT,Sarrebourg Buhl Airfield,,7.074805,48.717087
LFGU,Sarreguemines Neunkirch Airfield,,7.10833,49.128101
LFGV,Thionville Yutz Airport,,6.20139,49.354698
LFGW,Verdun-Le Rozelier Airfield,Verdun,5.46905,49.122398
LFGX,Champagnole Crotenay Airport,Verdun,5.820829868,46.76440048
LFGY,St Dié Remomeix Airport,Verdun,7.008609772,48.26720047
LFGZ,Nuits St Georges Airport,Verdun,4.969170094,47.14310074
LFHA,Issoire Le Broc Airport,Issoire,3.267499924,45.51499939
LFHC,Pérouges - Meximieux Airport,Verdun,5.187220097,45.86970139
LFHD,Pierrelatte Airport,Verdun,4.718060017,44.39889908
LFHE,Romans - Saint-Paul Airport,Verdun,5.103330135,45.06610107
LFHF,Ruoms Airport,Verdun,4.333889961,44.44530106
LFHG,St Chamond L'horme Airport,Verdun,4.535560131,45.49309921
LFHH,Vienne Reventin Airport,Verdun,4.82944,45.464199
LFHI,Morestel Airport,Verdun,5.453609943,45.68780136
LFHJ,Lyon Corbas Airport,Verdun,4.913609982,45.65420151
LFHL,Langogne - Lespéron Airport,Verdun,3.888329983,44.70640182
LFHM,Megève Airport,Verdun,6.652219772,45.82080078
LFHN,Bellegarde-Vouvray Airport,Verdun,5.806109905,46.12419891
LFHO,Aubenas-Ardèche Méridional Airport,Aubenas/Ardèche Méridional,4.372192,44.544203
LFHP,Le Puy-Loudes Airport,Le Puy/Loudes,3.7628901,45.08069992
LFHQ,Saint-Flour-Coltines Airport,Saint-Flour/Coltines,2.993609905,45.07640076
LFHR,Brioude Beaumont Airport,Brioude,3.35916996,45.32500076
LFHS,Bourg-Ceyzériat Airport,Bourg/Ceyzériat,5.292029858,46.20090103
